TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,HH INCOME: $100K+,1.424224891,0.537875555,37.76619538,39
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,HH INCOME: $100K+,0,0,37.76619538,39
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,HH INCOME: $100K+,0,0,37.76619538,39
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,HH INCOME: $100K+,1.7492576,0.660628043,37.76619538,39
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,HH INCOME: $100K+,0,0,37.76619538,39
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,AGE: 18- 34,31.02602377,12.70335929,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,AGE: 18- 34,29.0927382,11.91179085,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,AGE: 18- 34,23.41149261,9.58564992,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,AGE: 18- 34,4.269104951,1.747951154,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",AGE: 18- 34,6.912950125,2.830452586,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,AGE: 18- 34,7.141612563,2.924076607,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,AGE: 18- 34,0,0,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,AGE: 18- 34,4.269104951,1.747951154,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,AGE: 18- 34,6.575502119,2.692287177,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,AGE: 18- 34,0,0,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,AGE: 18- 34,2.643845174,1.082501432,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,AGE: 18- 34,0,0,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,AGE: 18- 34,0,0,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,AGE: 18- 34,6.912950125,2.830452586,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,AGE: 18- 34,0,0,40.94420667,23
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,AGE: 35- 54,23.50834828,13.68111283,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,AGE: 35- 54,22.31046255,12.98398134,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,AGE: 35- 54,10.14069143,5.901560673,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,AGE: 35- 54,12.08462053,7.032865727,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",AGE: 35- 54,19.28072451,11.22076993,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,AGE: 35- 54,11.24836379,6.546190837,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,AGE: 35- 54,4.980859775,2.898702357,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,AGE: 35- 54,6.040012418,3.515095591,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,AGE: 35- 54,3.497700056,2.035550458,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,AGE: 35- 54,5.103063511,2.969821054,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,AGE: 35- 54,0,0,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,AGE: 35- 54,0,0,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,AGE: 35- 54,0,0,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,AGE: 35- 54,10.71808931,6.237587916,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,AGE: 35- 54,0,0,58.19682722,51
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,AGE: 55+,33.01667333,39.64032674,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,AGE: 55+,22.91666389,27.51409979,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,AGE: 55+,14.59750443,17.52598875,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,AGE: 55+,13.76123506,16.52195086,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",AGE: 55+,8.689621981,10.43289405,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,AGE: 55+,7.013484912,8.420498054,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,AGE: 55+,5.176479103,6.214960574,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,AGE: 55+,1.171771035,1.40684636,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,AGE: 55+,1.147120553,1.377250611,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,AGE: 55+,2.34354207,2.81369272,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,AGE: 55+,2.639291769,3.168774366,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,AGE: 55+,0.669728011,0.804085769,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,AGE: 55+,0.447999877,0.537875555,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,AGE: 55+,4.91847726,5.905199586,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,AGE: 55+,0.575599572,0.691073715,120.0615409,168
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: L.T. H.S.,37.00219388,11.28396984,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: L.T. H.S.,24.83488285,7.57349875,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: L.T. H.S.,14.24370252,4.343675141,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: L.T. H.S.,8.900734013,2.714315116,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: L.T. H.S.,4.663609705,1.422186788,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: L.T. H.S.,7.686018109,2.34388255,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: L.T. H.S.,4.902900476,1.495159484,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: L.T. H.S.,5.30915459,1.619048332,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: L.T. H.S.,0,0,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: L.T. H.S.,2.250099114,0.686176896,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: L.T. H.S.,0,0,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: L.T. H.S.,0,0,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,EDUCATION: L.T. H.S.,0,0,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: L.T. H.S.,2.6367438,0.804085769,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: L.T. H.S.,2.266156676,0.691073715,30.49540759,37
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: Grad H.S.,26.3004667,10.98945515,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: Grad H.S.,25.64608519,10.71602668,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: Grad H.S.,7.219966459,3.016809491,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: Grad H.S.,1.724739124,0.720669464,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: Grad H.S.,13.12496428,5.484169078,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: Grad H.S.,15.85298029,6.624050359,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: Grad H.S.,3.234954472,1.351701758,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: Grad H.S.,0,0,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: Grad H.S.,4.152174694,1.734955432,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: Grad H.S.,2.361587697,0.986771922,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: Grad H.S.,1.642189932,0.686176896,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: Grad H.S.,0,0,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,EDUCATION: Grad H.S.,1.28726838,0.537875555,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: Grad H.S.,13.13046498,5.486467506,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: Grad H.S.,0,0,41.78425909,47
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: Some P.S.,46.99486169,10.31567145,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: Some P.S.,32.92097064,7.226362731,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: Some P.S.,10.31588158,2.26440171,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: Some P.S.,3.00960763,0.660628043,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: Some P.S.,3.749070825,0.822944924,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Privacy,EDUCATION: Some P.S.,0,0,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: Some P.S.,7.18102748,1.576281268,21.9506369,25
TABLE AD5: TOTAL MENTIONS [ASK IF A DOCTORS OFFICE IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: Some P.S.,0,0,21.9506369,25
